LotFrontage,LotArea,LotShape,MasVnrType,MasVnrArea,BsmtExposure,BsmtFinSF1,BsmtUnfSF,HeatingQC,CentralAir,X1stFlrSF,X2ndFlrSF,BedroomAbvGr,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCars,GarageArea,WoodDeckSF,PoolQC,TotBathrooms,TotalPorchSF,Remod,Age,TotalSqFeet,GarageScore,BsmtScore,OverallScore,SalePrice,MSSubClass1 story 1946+,MSSubClass1 story 1945-,MSSubClass1,5 story fin,MSSubClass2 story 1946+,MSSubClass2 story 1945-,MSSubClass2,5 story all ages,MSSubClasssplit/multi level,MSSubClasssplit foyer,MSSubClassduplex all style/age,MSSubClass1 story PUD 1946+,MSSubClass2 story PUD 1946+,MSSubClass2 family conversion,MSZoningFV,MSZoningRH,MSZoningRL,MSZoningRM,LotConfigCulDSac,LotConfigFR2,LotConfigInside,NeighborhoodBrDale,NeighborhoodBrkSide,NeighborhoodClearCr,NeighborhoodCollgCr,NeighborhoodCrawfor,NeighborhoodEdwards,NeighborhoodGilbert,NeighborhoodIDOTRR,NeighborhoodMeadowV,NeighborhoodMitchel,NeighborhoodNAmes,NeighborhoodNoRidge,NeighborhoodNridgHt,NeighborhoodNWAmes,NeighborhoodOldTown,NeighborhoodSawyer,NeighborhoodSawyerW,NeighborhoodSomerst,NeighborhoodStoneBr,NeighborhoodSWISU,NeighborhoodTimber,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,HouseStyle1Story,HouseStyle2Story,HouseStyleSFoyer,HouseStyleSLvl,RoofStyleGable,RoofStyleHip,Exterior1stBrkFace,Exterior1stCemntBd,Exterior1stHdBoard,Exterior1stMetalSd,Exterior1stPlywood,Exterior1stStucco,Exterior1stVinylSd,Exterior1stWd Sdng,Exterior1stWdShing,Exterior2ndBrkFace,Exterior2ndCmentBd,Exterior2ndHdBoard,Exterior2ndMetalSd,Exterior2ndPlywood,Exterior2ndStucco,Exterior2ndVinylSd,Exterior2ndWd Sdng,Exterior2ndWd Shng,ExterQualGd,ExterQualTA,FoundationCBlock,FoundationPConc,FoundationSlab,GarageTypeAttchd,GarageTypeBasment,GarageTypeBuiltIn,GarageTypeDetchd,GarageTypeNo Garage,FenceGdWo,FenceMnPrv,FenceNone,SaleTypeNew,SaleTypeWD
-0.051055054,-0.314836468,-1.052068435,0.814627472,0.059288244,-0.585595914,0.16840864,-0.868034353,-0.158425749,0.268243873,-1.178966397,1.090540437,0.169897979,0.738808483,0.238876752,0.681897185,1.431026798,0.306987166,-0.244565407,0.761027136,-0.062518131,0.348156805,-0.243272109,1.071218753,-0.551801143,-0.439415527,0.276188434,0.448621631,-0.381707109,12.01733052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.895415976,-0.27489731,0.701779516,-0.728459868,-0.566918816,-0.585595914,0.523979012,-0.61097716,0.885467615,0.268243873,-0.478083169,-0.784890564,-1.045622121,-0.771402975,0.238876752,1.235417175,-0.799174603,-1.005012158,-1.079693935,-0.740633511,-0.062518131,-0.270012121,-0.827130887,1.071218753,-0.791126502,-0.754544706,0.276188434,-0.300535429,0.202256754,11.7905572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
-0.191781874,-0.300255506,0.701779516,-0.728459868,-0.566918816,0.350011351,0.144264972,-0.624626215,-1.202319112,0.268243873,-0.934294434,-0.026787237,0.169897979,-0.771402975,0.238876752,1.235417175,-0.799174603,0.306987166,-0.290961437,-0.740633511,-0.062518131,-0.270012121,1.684388616,1.071218753,1.554262022,-0.795486686,0.276188434,0.448621631,0.202256754,11.69441334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3.795478035,26.0018994,-4.559764338,-0.728459868,-0.566918816,2.221225882,1.744331646,-1.093243752,-1.202319112,0.268243873,2.233697754,-0.784890564,0.169897979,-0.771402975,0.238876752,1.235417175,0.315926098,0.306987166,0.186917665,-0.740633511,-0.062518131,2.202663584,-0.827130887,-0.933196337,0.979881159,2.009659278,0.276188434,0.448621631,0.202256754,12.8346813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.426326575,-0.072031741,0.701779516,-0.728459868,-0.566918816,-0.585595914,-0.933420538,0.344456654,0.885467615,0.268243873,-0.834896449,1.102203565,0.169897979,2.249019942,0.238876752,1.235417175,-0.799174603,0.306987166,0.340024562,-0.740633511,-0.062518131,-0.270012121,1.341487429,1.071218753,-0.360340855,-0.22726163,-0.435368529,0.448621631,1.370184479,12.08953883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
0.089671766,-0.300889461,-1.052068435,-0.728459868,-0.566918816,-0.585595914,-0.035715093,-0.613252003,0.885467615,0.268243873,-1.130541737,0.885269382,0.169897979,0.738808483,0.238876752,1.235417175,1.431026798,0.306987166,-0.188890172,0.049714198,-0.062518131,1.584494658,-0.354483305,1.071218753,-0.934721718,-0.50144883,0.276188434,0.448621631,0.202256754,12.14685329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
1.168577389,0.359691547,-1.052068435,0.814627472,0.987416566,-0.585595914,0.550317558,-0.927180256,-1.202319112,0.268243873,-0.016774572,2.014260184,1.385418079,2.249019942,0.238876752,0.681897185,0.315926098,0.306987166,0.05236918,1.535567891,-0.062518131,1.584494658,0.980051043,-0.933196337,0.26190508,0.801250534,0.276188434,0.448621631,1.370184479,12.46843691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.277307527,-0.148106329,0.701779516,-0.728459868,-0.566918816,1.285618617,-0.968538599,1.199797402,0.885467615,0.268243873,-0.182437881,1.246826354,0.169897979,0.738808483,0.238876752,1.235417175,0.315926098,1.61898649,2.562394366,0.903289723,-0.062518131,0.348156805,-0.400821303,-0.933196337,-1.078316934,0.613909959,0.276188434,0.448621631,0.786220617,12.50617724,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
0.980941628,-0.033994447,0.701779516,0.814627472,0.864411608,2.221225882,1.197806815,-0.456287876,0.885467615,0.268243873,0.541383343,2.18687448,1.385418079,0.738808483,0.238876752,0.681897185,0.315926098,1.61898649,0.850380885,1.946548699,-0.062518131,1.584494658,1.06345944,-0.933196337,-0.360340855,1.787580053,0.276188434,0.448621631,0.202256754,12.46843691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.051055054,0.500429535,0.701779516,0.814627472,0.691086439,1.285618617,1.305355878,-0.510884094,-1.202319112,0.268243873,0.796249971,-0.784890564,0.169897979,-0.771402975,0.238876752,0.681897185,-0.799174603,0.306987166,0.534887885,1.100876651,-0.062518131,0.966325732,-0.382286104,-0.933196337,0.26190508,0.362054749,0.276188434,0.448621631,0.202256754,12.14153412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1.966029371,0.772269397,0.701779516,2.357714813,1.501800938,1.285618617,-0.968538599,1.566047031,0.885467615,0.268243873,0.227897391,2.357156151,1.385418079,0.738808483,0.238876752,-0.978662785,0.315926098,1.61898649,1.704067824,1.15620099,-0.062518131,1.584494658,0.600079458,-0.933196337,-1.126182006,1.603961476,0.276188434,1.946935751,1.370184479,12.74444437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
1.403122089,0.244818919,-1.052068435,0.814627472,1.602441358,1.285618617,1.160493875,-0.897607305,0.885467615,0.268243873,-0.060101899,2.322166766,1.385418079,0.738808483,0.238876752,1.235417175,1.431026798,1.61898649,1.852535118,0.713606273,-0.062518131,1.584494658,0.600079458,-0.933196337,-0.98258679,1.304960955,0.276188434,1.197778691,0.786220617,12.77705219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
0.793305868,0.026865223,-1.052068435,0.814627472,0.394756313,2.221225882,-0.907081992,-1.275231146,0.885467615,0.268243873,1.00269194,1.960609795,1.385418079,0.738808483,0.238876752,0.681897185,1.431026798,0.306987166,0.47921265,0.847965384,-0.062518131,1.584494658,0.062558679,1.071218753,-0.168880567,2.084099241,0.276188434,-0.300535429,0.202256754,12.61486554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
-0.942324916,-0.551301647,0.701779516,-0.728459868,-0.566918816,-0.585595914,-0.406649616,0.785776083,0.885467615,0.268243873,0.00871209,-0.784890564,0.169897979,-0.771402975,0.238876752,-0.978662785,-0.799174603,-1.005012158,-1.172485994,0.381660235,-0.062518131,-0.270012121,0.081093878,1.071218753,-1.078316934,-0.281850937,-0.435368529,-0.300535429,-0.381707109,11.74542511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1.262395269,0.140343151,0.701779516,0.814627472,1.110421525,-0.585595914,-0.968538599,0.339906969,0.885467615,0.268243873,1.881981807,1.734345109,2.600938179,0.738808483,0.238876752,1.235417175,1.431026798,0.306987166,0.423537415,1.15620099,-0.062518131,0.348156805,-0.827130887,1.071218753,-0.98258679,1.409176904,0.276188434,0.448621631,1.370184479,12.39669301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
-0.895415976,-0.655270251,0.701779516,-0.728459868,-0.566918816,1.285618617,-0.713932654,0.098773673,-3.290105839,-3.72667381,-0.908807771,-0.784890564,-1.045622121,-0.771402975,0.238876752,-0.978662785,-0.799174603,0.306987166,-0.522941583,-0.740633511,-0.062518131,-1.506349974,1.434163426,1.071218753,1.602127094,-1.276865118,0.276188434,-0.300535429,-0.381707109,11.3736634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
-1.739776898,0.08594982,-1.052068435,-0.728459868,-0.566918816,2.221225882,2.584970242,-1.047746904,0.885467615,0.268243873,1.425770543,-0.784890564,-2.261142221,0.738808483,0.238876752,1.235417175,1.431026798,0.306987166,0.001333548,0.223590694,-0.062518131,1.584494658,-0.549102898,-0.933196337,-0.408205927,1.099010389,0.276188434,0.448621631,0.786220617,12.68849879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0.511852227,0.181550219,0.701779516,0.814627472,0.411529716,-0.585595914,0.271567945,0.58558995,-1.202319112,0.268243873,0.569418672,-0.784890564,0.169897979,-0.771402975,0.238876752,-0.978662785,0.315926098,-1.005012158,-0.838434582,-0.740633511,-0.062518131,-0.888181047,-0.410088903,-0.933196337,1.075611303,0.265282796,0.276188434,-0.300535429,-0.381707109,11.88621167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.051055054,0.218066022,-1.052068435,-0.728459868,-0.566918816,-0.585595914,-0.968538599,0.644735853,-0.158425749,-3.72667381,0.727435982,0.82228849,2.600938179,0.738808483,0.238876752,-0.978662785,-0.799174603,0.306987166,-0.147133746,-0.740633511,-0.062518131,-0.270012121,2.212641795,1.071218753,-0.408205927,0.528304001,0.276188434,-0.300535429,0.202256754,12.27606502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
-0.426326575,-0.477509296,0.701779516,-0.728459868,-0.566918816,0.350011351,-0.968538599,0.080574934,-1.202319112,-3.72667381,-1.436381691,0.605354307,0.169897979,-0.771402975,0.238876752,-0.978662785,-0.799174603,-1.005012158,-1.316313684,-0.740633511,-0.062518131,-1.506349974,0.442530264,1.071218753,1.697857238,-0.948088612,-1.146925491,-0.300535429,-0.965670971,11.26446411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.051055054,0.057802223,-1.052068435,0.814627472,-0.097263521,-0.585595914,-0.880743446,1.964144454,-1.202319112,0.268243873,1.448708539,-0.784890564,3.816458279,-0.771402975,0.238876752,-0.978662785,-0.799174603,-1.005012158,-0.560058407,0.484405438,-0.062518131,0.348156805,-0.827130887,-0.933196337,0.932016087,1.121342378,0.276188434,-0.300535429,-1.549634834,11.68687877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
0.042762826,-0.252582097,0.701779516,-0.728459868,-0.566918816,-0.585595914,0.888328899,-0.797514238,-2.246212475,0.268243873,-0.263995202,-0.784890564,0.169897979,-0.771402975,0.238876752,-0.978662785,0.315926098,-1.005012158,-0.764200936,-0.740633511,-0.062518131,-0.270012121,-0.827130887,1.071218753,-0.408205927,-0.546112808,0.276188434,-0.300535429,-0.381707109,11.84222921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0.746396928,0.061732743,-1.052068435,0.814627472,1.088056987,-0.585595914,1.498505216,2.371341246,0.885467615,0.268243873,1.196390578,-0.784890564,0.169897979,0.738808483,0.238876752,1.235417175,0.315926098,1.61898649,1.889651941,-0.740633511,-0.062518131,0.966325732,-0.827130887,1.071218753,-0.886856646,2.832220876,0.276188434,0.448621631,0.786220617,12.55672952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.473235515,-0.249792696,0.701779516,2.357714813,0.249386816,1.285618617,0.611774165,0.176118315,0.885467615,0.268243873,0.505702015,-0.784890564,-1.045622121,0.738808483,0.238876752,1.235417175,0.315926098,0.306987166,0.05236918,0.77683409,-0.062518131,0.966325732,-0.549102898,-0.933196337,-0.934721718,0.203249493,0.276188434,0.448621631,0.202256754,12.24047407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.473235515,-0.142781108,-1.052068435,-0.728459868,-0.566918816,2.221225882,0.84882108,-1.013624268,-0.158425749,0.268243873,-0.551994491,0.836284244,0.169897979,-0.771402975,0.238876752,0.681897185,1.431026798,0.306987166,-0.003306055,0.049714198,-0.062518131,1.584494658,-0.4749621,-0.933196337,-0.647531287,0.035759575,0.276188434,0.448621631,-0.381707109,12.16525065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.051055054,19.58817766,-1.052068435,-0.728459868,-0.566918816,2.221225882,1.772865071,-1.040922377,0.885467615,0.268243873,1.170903915,-0.395342085,0.169897979,-0.771402975,0.238876752,1.235417175,1.431026798,0.306987166,0.261151312,4.554696139,-0.062518131,2.202663584,-0.827130887,-0.933196337,0.932016087,0.909188482,0.276188434,-0.300535429,-0.381707109,12.34125892,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0.793305868,0.505754756,-1.052068435,2.357714813,0.551308078,2.221225882,1.772865071,0.2557378,0.885467615,0.268243873,1.943149798,-0.784890564,0.169897979,0.738808483,0.238876752,1.235417175,1.431026798,1.61898649,0.943172943,0.666185411,-0.062518131,0.966325732,-0.354483305,1.071218753,-1.078316934,1.60272081,0.276188434,1.197778691,1.370184479,12.8411298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
0.042762826,-0.130989547,0.701779516,0.814627472,0.064879379,1.285618617,0.809313261,0.376304448,0.885467615,0.268243873,0.959364613,-0.784890564,0.169897979,0.738808483,0.238876752,-0.978662785,0.315926098,0.306987166,0.275070121,0.77683409,-0.062518131,0.966325732,-0.141328513,1.071218753,-0.886856646,0.644926611,0.276188434,0.448621631,0.202256754,12.27373129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
1.027850569,0.504233264,0.701779516,-0.728459868,-0.566918816,0.350011351,-0.501029406,0.988237058,0.885467615,0.268243873,1.176001247,-0.784890564,0.169897979,0.738808483,0.238876752,-0.978662785,0.315926098,0.306987166,-0.151773349,0.112942014,-0.062518131,0.966325732,-0.410088903,1.071218753,-0.74326143,0.343444758,0.276188434,0.448621631,1.370184479,12.21849517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.144872934,0.282983004,-1.052068435,0.814627472,0.41712085,-0.585595914,0.315465522,0.157919576,-1.202319112,0.268243873,0.141242737,-0.784890564,0.169897979,-0.771402975,0.238876752,-0.978662785,-0.799174603,-1.005012158,-0.815236568,-0.740633511,-0.062518131,-1.506349974,1.341487429,1.071218753,-0.599666215,-0.151581001,0.276188434,-1.049692489,0.786220617,11.9511804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0.746396928,0.510065649,0.701779516,-0.728459868,-0.566918816,-0.585595914,-0.968538599,0.92454147,0.885467615,0.268243873,-0.424561177,1.349461881,1.385418079,0.738808483,0.238876752,-0.978662785,1.431026798,0.306987166,-0.193529775,0.326335896,-0.062518131,0.348156805,-0.827130887,-0.933196337,-0.74326143,0.400515397,0.276188434,0.448621631,0.786220617,12.22046853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.426326575,-0.224180918,0.701779516,-0.728459868,-0.566918816,-0.585595914,-0.968538599,0.364930236,-0.158425749,0.268243873,-0.811958452,-0.784890564,-1.045622121,-0.771402975,0.238876752,-0.978662785,-0.799174603,-1.005012158,-0.829155377,1.235235761,-0.062518131,-1.506349974,-0.604708495,-0.933196337,1.697857238,-1.228479142,0.276188434,-1.049692489,-2.133598696,11.31447453,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.051055054,-0.205923016,0.701779516,0.814627472,1.334066904,-1.52120318,-0.968538599,-1.275231146,-2.246212475,-3.72667381,-0.304773862,-0.784890564,-1.045622121,-0.771402975,0.238876752,-0.978662785,-0.799174603,0.306987166,-0.337357466,-0.740633511,-0.062518131,-0.270012121,-0.827130887,1.071218753,1.554262022,-1.876106825,0.276188434,-4.795477788,-2.717562559,11.37939407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
-0.285599755,-0.167251767,-1.052068435,0.814627472,2.877220017,-0.585595914,-0.907081992,2.491907894,0.885467615,0.268243873,1.336567223,-0.784890564,-1.045622121,2.249019942,0.238876752,1.788937165,0.315926098,0.306987166,0.423537415,3.171587649,-0.062518131,-0.270012121,-0.159863713,-0.933196337,-0.98258679,1.012163765,0.276188434,1.197778691,1.370184479,12.49125159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-1.552141138,-0.960582931,0.701779516,-0.728459868,-0.566918816,-0.585595914,-0.685399229,-0.877133723,-1.202319112,0.268243873,-1.589301668,0.558701795,0.169897979,-0.771402975,0.238876752,-0.978662785,-0.799174603,-1.005012158,-0.634292053,0.697799319,-0.062518131,-0.888181047,-0.827130887,-0.933196337,0.50123044,-1.12178186,0.276188434,0.448621631,-2.133598696,11.35040654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
